Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0058466-7,SO0058466,7,2023-05-23,PASEIH,9861,SPRAYS,2023,YPT056732,0.0,INSTALL 5 WAY NOZZLE BODIES,Unknown,Install 65 5-way nozzle body. 7 The 5-way nozzle body could not be installed. Because of the approval problems.  Place additional bodies in the tool box. We have 1 body to order. It was broken.,Inoperative - Tarp,"Control Box - Replaced, Fuse - Tested",SO0058466,7.0,Not Available,4.0,PASE,37834140     PASE,SPRAY,38.8,26.68,2023-05-31,10.8599,1342.9198$
SO0058466-8,SO0058466,8,2023-05-23,PASEIH,9861,SPRAYS,2023,YPT056732,0.0,LEAKING OIL AT STEERING HAND PUMP.  SEE PICTURE,Unknown,The hose could not be separated from the T-piece. Hose that is attached to the T-piece removed. Try to remove the hose with a T-closure from the vice. The hose could not be pushed far enough to release the holding fingers. I then tried to unscrew the end of the clutch. Order the right hose,"Broken - Harness, Failed - Sensor","Harness - Repaired, Sensor - Sent",SO0058466,8.0,Not Available,1.0,PASE,1349311031     PASE,HOSE,64.1299,64.1299,2023-05-31,4.7899,1080.1899$
SO0058480-1,SO0058480,1,2023-05-23,PASEIH,9861,SPRAYS,2023,YPT056732,0.0,LEAKING OIL AT STEERING HAND PUMP.  SEE PICTURE,Unknown,The hose could not be separated from the T-piece. Hose that is attached to the T-piece removed. Try to remove the hose with a T-closure from the vice. The hose could not be pushed far enough to release the holding fingers. I then tried to unscrew the end of the clutch. Order the right hose,Error Code - Engine,"Harness - Installed, Pressure Sensor - Installed",SO0058480,1.0,Not Available,1.0,PASE,32039511     PASE,TEE  RUN,56.7,56.7,2023-05-31,4.7899,1080.1899$
SO0058542-1,SO0058542,1,2023-05-31,PASEIH,9861,SPRAYS,0,YPT057018,24.0,FUEL SENDER OPEN,FAILED SENDING UNITPN: 51457614UNIT HRS: 19.75,Started with the troubleshooting of fuel transmission code. Codes pulled and troubleshooting according to ETIM followed. Hood away from the machine. Checked tensions and cables. Found it good. The connections have been removed and checked to ensure that the pens are all stuck and are not damaged. Wi,"Leak - Tank, Dirty - Tube",No Component Mentioned - No Component Mentioned,SO0058542,1.0,Not Available,1.0,PASE,84145299     PASE,SENSOR,429.0,300.85,2023-07-31,2.8899,945.5899$
SO0058616-1,SO0058616,1,2023-05-31,PASEIH,9861,SPRAYS,0,YPT057018,24.0,OIL LEAK NEAR RIGHT REAR TIRE,FAULT HYDRAULIC TUBEPN: 51698614UNIT HRS: 21,"Started with the troubleshooting with hydraulic leak. RAN machine for heating oil. Started with the inspection and found that oil out of the pipe out under the engine near the right rear wheel. Hose that goes into the tube, removed and replaced O-ring. Newly installed and found that it is still leaking. I found this hose",Not Mentioned - Not Mentioned,Bracket - Installed,SO0058616,1.0,Not Available,0.0,PASE,CPS49     PKSYST,TUBE,0.0,0.0,2023-07-31,3.5698,839.7097$
SO0058617-1,SO0058617,1,2023-05-31,PASEIH,9861,SPRAYS,0,YPT057018,24.0,OIL LEAK NEAR RIGHT REAR TIRE,FAULT HYDRAULIC TUBEPN: 51698614UNIT HRS: 21,"Started with the troubleshooting with hydraulic leak. RAN machine for heating oil. Started with the inspection and found that oil out of the pipe out under the engine near the right rear wheel. Hose that goes into the tube, removed and replaced O-ring. Newly installed and found that it is still leaking. I found this hose","Broken - Windshield, Not Mentioned - Window","Front Hood - Removed, Wiper Blade - Removed, Fuel Tank - Drained, DEF Tank - Drained, Front LED Roof Cap Light - Removed, Front Window - Installed",SO0058617,1.0,Not Available,1.0,PASE,84073307     PASE,O-RING,1.53,1.03,2023-07-31,3.5698,839.7097$
SO0058617-3,SO0058617,3,2023-05-31,PASEIH,9861,SPRAYS,0,YPT057018,24.0,OIL LEAK NEAR RIGHT REAR TIRE,FAULT HYDRAULIC TUBEPN: 51698614UNIT HRS: 21,"Started with the troubleshooting with hydraulic leak. RAN machine for heating oil. Started with the inspection and found that oil out of the pipe out under the engine near the right rear wheel. Hose that goes into the tube, removed and replaced O-ring. Newly installed and found that it is still leaking. I found this hose",Leak - Axle,"Tire - Removed, Steering Cylinder - Removed, Air Suspension - Removed, Mount Plate - Removed",SO0058617,3.0,Not Available,1.0,PASE,84305579     PASE,OIL HV46 5GAL HYDRAULIC,120.1201000000001,90.62,2023-07-31,3.5698,839.7097$
SO0058668-1,SO0058668,1,2023-05-31,PASEIH,9861,SPRAYS,0,YPT057018,24.0,OIL LEAK NEAR RIGHT REAR TIRE,FAULT HYDRAULIC TUBEPN: 51698614UNIT HRS: 21,"Started with the troubleshooting with hydraulic leak. RAN machine for heating oil. Started with the inspection and found that oil out of the pipe out under the engine near the right rear wheel. Hose that goes into the tube, removed and replaced O-ring. Newly installed and found that it is still leaking. I found this hose","Leak - Bed, Loose - Bed",No Component Mentioned - No Component Mentioned,SO0058668,1.0,Not Available,1.0,PASE,14130219     PASE,TUBE,79.9099,56.3999,2023-07-31,3.5698,839.7097$
SO0058674-1,SO0058674,1,2023-05-31,PASEIH,9861,SPRAYS,0,YPT057018,24.0,HYDRAULIC LEAK,NO ORING IN BOTTOM OIL COOLER FITTINGUNIT HRS 21PN: 9824051,Started with the troubleshooting in the event of oil leaks. It was found that it dripped down on the right frame rail under the engine. Persecuted attempt to the cooler. It was found that the connection piece on the underside of the oil cooler was leaking. The tap was removed and it was found that there was no O-ring in it. O-ring installed. Compensated,Leak - Axle,No Component Mentioned - No Component Mentioned,SO0058674,1.0,Not Available,1.0,OLD POLLAND,BN545225     PASE,O-RING,0.51,0.32,2023-07-31,1.6599,297.2299$
SO0058674-2,SO0058674,2,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,HYDRAULIC LEAK,"FACTORY DID NOT TIGHTEN HOSE, PART NUMBER 90391635","Customer service call the machine to find a leaky hose. Found that the hose with part number 90391635 was leaking due to poor quality control in the factory, not fixed hoses. O-ring for hose 90391635 replaced",Leak - Fuel Tank,Fuel Tank - Replaced,SO0058674,2.0,Not Available,2.0,PASE,2333247     PASE,OIL HV46 5GAL HYDRAULIC,184.8,162.94,2023-06-25,2.6498999999999997,733.15$
SO0058675-2,SO0058675,2,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,HYDRAULIC LEAK,"FACTORY DID NOT TIGHTEN HOSE, PART NUMBER 90391635","Customer service call the machine to find a leaky hose. Found that the hose with part number 90391635 was leaking due to poor quality control in the factory, not fixed hoses. O-ring for hose 90391635 replaced",Leak - Fuel Tank,Left Fuel Tank - Reinstalled,SO0058675,2.0,Not Available,1.0,PASE,32754444     PASE,KIT  SERVICE,52.8,42.53,2023-06-25,2.6498999999999997,733.15$
SO0058682-1,SO0058682,1,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,HYD. LEAK ON HYD. TANK.,Unknown,Remove the hose from the tank. Check whether the O-ring is damaged and sits above the assembly area. Newly installed and fixed. Check the other fittings on the tank. Have a picture of the fit that does not sit firmly. But was not leaking. Refilled hyd. Tank with gal. From Hyd. OIL.,"Missed - Planetary Gear, Missed - Thrust","Jam Nut - Retightened, Plug - Installed, No Component Mentioned - Drained, Tire - Removed",SO0058682,1.0,Not Available,2.0,PASE,30434549     PASE,OIL HV46 5GAL HYDRAULIC,184.8,162.94,2023-06-25,4.1799,966.4599$
SO0058682-2,SO0058682,2,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,Unknown,Considered hubs and hyd. Filter 6 Qt Spirax S4 CX 50 Lube.   Got it from 5 gallons. BUCKET. Replaced tight. Oil and filter.  29 Qt tight. OIL,Dirty - Tube,No Component Mentioned - No Component Mentioned,SO0058682,2.0,Not Available,29.0,PASE,942-4448     PASE,10 40 semi synthetic,163.8499,124.12,2023-06-25,2.2098,952.5398$
SO0058682-3,SO0058682,3,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,Unknown,Considered hubs and hyd. Filter 6 Qt Spirax S4 CX 50 Lube.   Got it from 5 gallons. BUCKET. Replaced tight. Oil and filter.  29 Qt tight. OIL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058682,3.0,Not Available,1.0,PASE,84090883     PASE,FILTER ELEMENT,39.81,24.65,2023-06-25,2.2098,952.5398$
SO0058682-7,SO0058682,7,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,Unknown,Considered hubs and hyd. Filter 6 Qt Spirax S4 CX 50 Lube.   Got it from 5 gallons. BUCKET. Replaced tight. Oil and filter.  29 Qt tight. OIL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058682,7.0,Not Available,1.0,PASE,37837345     PASE,FILTER  ENGINE OIL,163.0,104.65,2023-06-25,2.2098,952.5398$
SO0058682-8,SO0058682,8,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,Unknown,Considered hubs and hyd. Filter 6 Qt Spirax S4 CX 50 Lube.   Got it from 5 gallons. BUCKET. Replaced tight. Oil and filter.  29 Qt tight. OIL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058682,8.0,Not Available,1.0,PASE,3404531     PASE,FILTER  ELEMENT,182.0,112.71,2023-06-25,2.2098,952.5398$
SO0058682-9,SO0058682,9,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,going to freeze winterize,Unknown,Empty the product tank and flushing tank. Drain product boom and reculation system. Empty chemical inductor. Remove the filter shells and clean the filter. Reinstall filters. Wait for the antifreeze for motorhomes.  Fill the flushing tank with 30 gallons. Frost protection for motorhomes.  Fill the product with the R,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058682,9.0,Not Available,2.0,PASE,AF875     PASE,NIPPLE,20.5,10.34,2024-01-18,6.380000000000001,1678.9998$
SO0058694-1,SO0058694,1,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,going to freeze winterize,Unknown,Empty the product tank and flushing tank. Drain product boom and reculation system. Empty chemical inductor. Remove the filter shells and clean the filter. Reinstall filters. Wait for the antifreeze for motorhomes.  Fill the flushing tank with 30 gallons. Frost protection for motorhomes.  Fill the product with the R,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0058694,1.0,Not Available,2.0,PICK,LF5172     PASE,RV ANTI FREEZE,520.6599,368.5,2024-01-18,6.380000000000001,1678.9998$
SO0058699-1,SO0058699,1,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,going to freeze winterize,Unknown,Empty the product tank and flushing tank. Drain product boom and reculation system. Empty chemical inductor. Remove the filter shells and clean the filter. Reinstall filters. Wait for the antifreeze for motorhomes.  Fill the flushing tank with 30 gallons. Frost protection for motorhomes.  Fill the product with the R,Error Code - Machine,No Component Mentioned - No Component Mentioned,SO0058699,1.0,Not Available,4.0,PK SYSTEMS,AF802     PASE,3/8 COUPLER,19.0,17.8398,2024-01-18,6.380000000000001,1678.9998$
SO0058699-2,SO0058699,2,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,going to freeze winterize,Unknown,Empty the product tank and flushing tank. Drain product boom and reculation system. Empty chemical inductor. Remove the filter shells and clean the filter. Reinstall filters. Wait for the antifreeze for motorhomes.  Fill the flushing tank with 30 gallons. Frost protection for motorhomes.  Fill the product with the R,Stuck Open - Wheel,"Coap Control Valve - Replaced, Coil - Replaced",SO0058699,2.0,Not Available,2.0,PK SYSTEMS,HF7430     PASE,1/4 PIPE CL/NIP,6.7,6.7,2024-01-18,6.380000000000001,1678.9998$
SO0058699-3,SO0058699,3,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,product boom leaks after use of boom air purge system.,Unknown,Install the pressure regulator according to the assist. To lower the air pressure of 120 PSI. Up to 55 PSI.,Not Installed - Mat,Slip Mat - Installed,SO0058699,3.0,Not Available,1.0,PASE,AF11343     PASE,REGULATOR,33.91,31.1099,2024-01-18,2.22,452.8699$
SO0058699-5,SO0058699,5,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,product boom leaks after use of boom air purge system.,Unknown,Install the pressure regulator according to the assist. To lower the air pressure of 120 PSI. Up to 55 PSI.,Not Mentioned - Boom,"Breakaway Bumper - Removed, Pin - Cleaned, Breakaway Pin - Ran",SO0058699,5.0,Not Available,2.0,PK SYSTEMS,25500950     PASE,1/2X3/8 FITTING,3.82,3.82,2024-01-18,2.22,452.8699$
SO0058699-7,SO0058699,7,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,"Parts on order to place the right doom saddle. At the point where the right saddle is connected to the frame, 3 plates were installed. New hardware installed with Red Locktite and attracted to 80 ft. LB. I have to remember the automatic development of the page. Mark and I had shields made that protect the product boom. In","Not Mentioned - No Component Mentioned, Not Mentioned - DEF System",DEF - Installed,SO0058699,7.0,Not Available,1.0,PASE,32213972     PASE,BODY,61.91,56.8,2024-01-29,1.0999,463.03$
SO0058699-8,SO0058699,8,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,"Parts on order to place the right doom saddle. At the point where the right saddle is connected to the frame, 3 plates were installed. New hardware installed with Red Locktite and attracted to 80 ft. LB. I have to remember the automatic development of the page. Mark and I had shields made that protect the product boom. In",Oil Leak - Hose,No Component Mentioned - No Component Mentioned,SO0058699,8.0,Not Available,6.0,PASE,942-4493     PASE,NUT  LOCK,2.76,2.51,2024-01-29,1.0999,463.03$
SO0058700-1,SO0058700,1,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,"Parts on order to place the right doom saddle. At the point where the right saddle is connected to the frame, 3 plates were installed. New hardware installed with Red Locktite and attracted to 80 ft. LB. I have to remember the automatic development of the page. Mark and I had shields made that protect the product boom. In",Not Mentioned - Transmission,"Rear Differential - Inspected, Rear Differential - Drained, Hub Bolt - Removed, Hub Axle - Inspected",SO0058700,1.0,Not Available,3.0,PASE,2881441     PASE,PLATE  MOUNTING,0.0,52.41,2024-01-29,1.0999,463.03$
SO0058700-2,SO0058700,2,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,"Parts on order to place the right doom saddle. At the point where the right saddle is connected to the frame, 3 plates were installed. New hardware installed with Red Locktite and attracted to 80 ft. LB. I have to remember the automatic development of the page. Mark and I had shields made that protect the product boom. In",Oil Leak - Hydraulic Block,"O Ring Seal - Reinstalled, Plug Fitting - Reassembled",SO0058700,2.0,Not Available,12.0,PASE,244441094     AGRO,WASHER,23.4,24.24,2024-01-29,1.0999,463.03$
SO0058709-1,SO0058709,1,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,"Parts on order to place the right doom saddle. At the point where the right saddle is connected to the frame, 3 plates were installed. New hardware installed with Red Locktite and attracted to 80 ft. LB. I have to remember the automatic development of the page. Mark and I had shields made that protect the product boom. In",Not Latched - Steering,Cable - Rerouted,SO0058709,1.0,Not Available,6.0,PASE,244441048     AGRO,"BOLT,M12 X 85",71.76,65.8799,2024-01-29,1.0999,463.03$
SO0058710-1,SO0058710,1,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,"Parts on order to place the right doom saddle. At the point where the right saddle is connected to the frame, 3 plates were installed. New hardware installed with Red Locktite and attracted to 80 ft. LB. I have to remember the automatic development of the page. Mark and I had shields made that protect the product boom. In","Leak - Shaft, Excessive End Play - Shaft","Air Line Shift Solenoid - Removed, Drive Shaft - Removed, No Component Mentioned - Drained, Auxiliary Transmission - Removed, Auxiliary Transmission Yoke - Removed, Air Fitting - Removed, Auxiliary Transmission Yoke - Installed, Auxiliary Transmission - Installed",SO0058710,1.0,Not Available,1.0,PASE,244441043     AGRO,BRACKET,48.75,40.46,2024-01-29,1.0999,463.03$
SO0058711-1,SO0058711,1,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,5 way nozzles hitting product tank.  Spacer kit on order Plastic parts damaged from not enough shielding.,Unknown,"Parts on order to place the right doom saddle. At the point where the right saddle is connected to the frame, 3 plates were installed. New hardware installed with Red Locktite and attracted to 80 ft. LB. I have to remember the automatic development of the page. Mark and I had shields made that protect the product boom. In",Not Installed - Oil Cooler,"Shroud - Installed, Hinge Plate - Installed, Cooler - Installed, Cooler Screen - Installed",SO0058711,1.0,Not Available,1.0,PASE,244443434     AGRO,BRACKET,48.75,40.46,2024-01-29,1.0999,463.03$
SO0058711-2,SO0058711,2,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,Do service needed,Unknown,Replace closely. Oil and filter.  30 QT 10W40 fuel filters replace fuel system. Check the engine. Air filter. They looked ok. Machine greased. Ing. Coolant good up to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hyd. Oil tank with HV 46 8 Qt. from warehouse,Not Mentioned - Boom,"Left Boom - Unfold, Height Sensor - Unhook, Boom Position Sensor - Unhook, Breakaway - Removed, Middle Boom - Removed",SO0058711,2.0,Not Available,1.0,PASE,244443974     AGRO,BOLT,5.35,2.45,2024-01-29,22.919600000000003,4541.1197$
SO0058711-4,SO0058711,4,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,Do service needed,Unknown,Replace closely. Oil and filter.  30 QT 10W40 fuel filters replace fuel system. Check the engine. Air filter. They looked ok. Machine greased. Ing. Coolant good up to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hyd. Oil tank with HV 46 8 Qt. from warehouse,Cracked - Tip,"Tip - Reinstalled, Breakaway - Added, Plate - Used Grinder, Cylinder - Added, Pin - Added, Hydraulic Line - Hooked",SO0058711,4.0,Not Available,1.0,PASE,244443975     AGRO,FILTER  FUEL,20.25,11.46,2024-01-29,22.919600000000003,4541.1197$
SO0058716-1,SO0058716,1,2023-05-31,PASEIH,9861,SPRAYS,2023,YPT056751,119.0,Do service needed,Unknown,Replace closely. Oil and filter.  30 QT 10W40 fuel filters replace fuel system. Check the engine. Air filter. They looked ok. Machine greased. Ing. Coolant good up to -35 degrees. Check tire pressure.  set to 63 PSI. Fill up hyd. Oil tank with HV 46 8 Qt. from warehouse,Not Mentioned - Not Mentioned,"Right Rear Wheel - Removed, Brake Shoe - Reconnected, Brake Drum - Removed",SO0058716,1.0,Not Available,1.0,PASE,244449512     AGRO,FILTER  ENGINE OIL,163.71,105.66,2024-01-29,22.919600000000003,4541.1197$
